id,titulo,ref,tipo,categoria,descricao,disponibilidade,preco,razao_social,cnpj,constituicao,tributacao,ativos,valor_estoque,produtos,servicos,fundacao,motivo_venda,vol_vendas_a_1,vol_vendas_a_2,vol_vendas_a_3,faturamento_mensal,lucro_bruto,margem_lucro,lucro_liquido,imovel,endividamento,condicoes_venda,numero_funcionarios,diferencial,endereco,endereco_complemento,endereco_bairro,cidade,estado,pais,_contato_responsavel,_contato_telefone,_contato_email,_contato_skype
116,"Escola educação profissional e Idiomas.",,"Escolas de Idiomas",Serviços,,0,350000,"CAS Comercio de livros e Edições Culturais Ltda",10.534.174/0001-98,"Sociedade Limitada",Simples,,,,,2009,"Voltei a atuar em minha função na antiga empresa",0,0,300000,28000,3000,20,,2,"100.000,00",,10,"Total condição de dobrar faturamento, pois a area comercial não está devidamente explorada. O coordenador Administrativo que está cuidando da comercial.","Estrada Dom João Nery, 80 - Itaim Paulista - São Paulo - S.P.",,"Vila Silva Telles",Outras,"São Paulo",Brasil,"Carlos Alberto de Souza","11- 78207422",carlosalsouza@uol.com.br,carlos.alberto.dufry
117,"EMPRESA TÊXTIL",0091,Equipamentos,Indústria,,0,160000,"Unifio Acabamentos Texteis Ltda",03.722.854/0001-70,"Sociedade Simples",Simples,"Máquinas,estoque,equipamentos,etc.
R$ 120.000,00, aproximadamente!",20000,Roupas,"Corte,estampa,facção,embalagem.",2003,"Tenho outro ramo de atividade.",,,,50000,40000,40,20000,2,"Só nos bancos",Negociável,5,Terceirização.,"Rua Padre Roma 231 - confecçãoRua Marconi 131 - Estamparia",,"Jarivatua e América",Joinville,"Santa Catarina",Brasil,254.022.170,"(47) 3454-5558/ 91157241",dimas_unifio@hotmail.com,
118,"LOJA DE PRESENTES E FLORICULTURA",0092,Floricultura,Comércio,,0,120000,,,"Sociedade Limitada",Simples,"1Linha de Telefone, 2 freezers horizontais, balcões de atendimento, 1 computador, prateleiras diversas, sistema de monitoramento a distância.",40000,"Decorações para festas e casamento, flores naturais e artificiais, ursos de pelúcia, fontes, artesanato em madeira, peças decorativas, presentes em geral.","Tele entrega",1998,"Falta de tempo para tocar os negócios","176984,40",357037,357039,28000,18000,25,5000,2,Nenhum,"A vista",2,"Variedades de opções, com algumas exclusividades.

Valor do Aluguel R$ 5.000,00 com tudo.",,,,Joinville,"Santa Catarina",Brasil,THYARA,,,
119,"RESTAURANTE ÁREA NOBRE",0093,"Bares e Lanchonetes",Comércio,,0,130000,"Galeteria e Choperia Pecado da Gulla",07.646.451/0001-40,"Sociedade Limitada",Simples,"Ar condicionado, Adega, 3 frees horizonais, 1 free vertical, choppeira, frigobar, computador, escrivaninha, balança, 16 mesas internas, 64 cadiras internas, 6 meses externas com 6 lugares cada, 4 mesas externas com 4 lugares, 4 Ombrelones, 4 mesas externas com 4 lugares, balcões em inox cozinha, churrasqueira giratoria, fritadeira grande, fritadeira pequena, geladeira industrial de 6 portas, maquina de gelo, 3 microndas, 2 fornos eletricos.",4000,"Pratos a Lacarte com produtos exclusivos, Buffet em Kg, para carteira de clietes.",,2005,Comercial,,,270000,28000,18000,25,7000,2,"50000 Proger a ser pago em 60 meses.
100000 financiamento fat, em 20 parcelas a iniciar em 03/2011 juros tjlp+2% ao ano","Venda da empresa no valor de R$ 130.000 mais a quitação de financiamentos de longo prazo.",7,"Pratos únicos e tradicionais de outro estado.","Rua Ottokar Doerfell, 655",,Atiradores,Joinville,"Santa Catarina",Brasil,"Dogla do Rosario","47 34338217",galeteriapg@brturbo.com.br,
120,"Cursos profissionalizantes",,Escolas,Serviços,,0,240000,"Genésio Pinto Riberio Junior ME",11.808.799/0001-63,"Sociedade Simples",Simples,"computadores, impressoras, moveis de escritório, estoque de livros, moveis para sala de aula.",12000,"material didático para cursos profissionalizantes","ensino profissionalizante",2010,"problemas de saúde na família",0,0,0,14000,14000,20%,,2,,"50% a vista, restante parcelo em 12X",13,"mercado aberto através de parcerias firmadas e preço","São José dos Campos",,Centro,Outras,"São Paulo",Brasil,"Genésio Pinto Riberio Junior","12 91329000",gprjunior@terra.com.br,
121,Venda,,"Empresa de Segurança Privada",Serviços,,0,1100000,"Lótus segurança Privada Ltda",10.502.700/0001-38,"Sociedade Limitada",Simples,"Carros, Motos, Uniformes, equipamentos completaos execução serviços, armas, munições, adequação da empresa para policia federal.",400000,"Segurança Privada, Limpeza e conservação","Segurança Privada, Limpeza e conservação",2008,"Mudança de ramo, não tenho ninguém para dar continuação a empresa, atualmente trabalho com PCH (usinas Hidroelétricas), e não tenho tempo para dar continuidade aos negócios
",000000,50000,1800000,225000,45000,8.0,18000,2,"80.000,00","á negociar",100,,"Rua Renato Ramos da Silva 600",,Barreiros,Outras,"Santa Catarina",Brasil,Max,"48 30340600",diretoria@grupolotus.net.br,
122,"EMPRESA DE COLETA DE ENTULHO",0094,Transportes,Serviços,,0,150000,"papa entulho",12.765.570/0001-51,"Sociedade Simples",Simples,"01 caminhao vw 12170 bt ano 98 ?? R$
33 cacambas estacionarias 5m cub.
03 linhas telefone fixo",,,"Aluguel de cacamba p/ transp. entulho",2000,"Mudanca de cidade por nao adaptacao 
do clima e ambiente geografico",,,,15000,10000,45,7000,2,"Não tem","Avista e ou aceita carro em parte de pagamento",3,"Negocio fácil de tocar, empresa com clientela formada, 7 clientes fixos com 10 caçambas, outros particulares.","quinze de novembro 8400","coronel vieira, 1153",iririu,Joinville,"Santa Catarina",Brasil,"wagner felipe","o47 34554455 - 34554436 - 99019145",papville@hotmail.com,
123,"SUPERMERCADO IMPERDÍVEL",0095,"Supermercados - Mercado",Comércio,,0,600000,"mercado rio novo ltda",08.979.918/0001-36,"Sociedade Limitada","Lucro Real","Equipamentos completos",200000,,Entrega,2003,"Mudança de Cidade",,,3180000,230000,100000,"8,5",20000,2,"Nenhum ","Negociável, R$ 600.000,00 já incluem os estoques no valor de R$ 200.000,00",10,"Localização em rua de alta circulação.
Possibilidade de aumento de faturamento.","r: tenente antonio joao","n 1047","bom retiro",Joinville,"Santa Catarina",Brasil,franklyn,"047 88054761",ff-ferrari@hotmail.com,
124,"Restaurante ",,"Bares e Lanchonetes",Comércio,,0,350000,"Restaurante Vila da Praia LTDA ME",07.389.586/0001-77,"Sociedade Limitada",Simples,,,,,2007,"Sou paulista e tenho que retornar para São Paulo, pois minha sogra está muito doente e minha esposa quer ficar ao lado dela.",890000,1180000,1100000,100000,20000,16,14000,2,nenhum,"Somente venda pode ser parcelada metade a vista e metade parcelada",16,"Estamos no centro gastronomico, saímos com fotos espontaneas nos principais jornais da cidade, a casa é muito bem frequentada, até a esposa do governador é nossa cliente.","Rua Frei Mansueto, 1461",,Varjota,Outras,Ceará,Brasil,"Anderson Sobral",85-96168629,unicorestaurante@gmail.com,
125,"CAFETERIA CENTRAL",0097,Cafeteria,Comércio,,0,100000,"VNV CAFETERIAS LTDA ME",08.905.252/0001-71,"Sociedade Limitada",Simples,,1000,"cafés, sucos, refrigerantes, aguas, salgados, sanduíches, confeitaria, bomboniere",,2000,"MUDANÇA DE RAMO DE ATIVIDADE",288010,360400,383409,34000,17000,12,3900,2,"O NEGÓCIO NÃO INCLUI A TRANFERÊNCIA DA EMPRESA.","A COMBINAR.",8,"TRADIÇÃO, CUIDADO COM A QUALIDADE DO ATENDIMENTO E DOS PRODUTOS SERVIÇOS, SOBRETUDO DOS CAFÉS.","RUA DONA FRANCISCA, 260","SALA 01",CENTRO,Joinville,"Santa Catarina",Brasil,"VALDIR PROCHNOW","(47) 3028-2115; (47) 9984-9000",valdir.p2009@gmail.com,
126,"RESTAURANTE GRELHADOS",0098,"Bares e Lanchonetes",Comércio,,0,190000,"PICOLI E FACIN COM.ALIMENTOS",07.612.644/0001-80,"Sociedade Limitada",Simples,Completo,3500,"Carnes grelhadas, bufê.",Alimentação,2003,"Mudança de Cidade",660000,680000,700000,55000,33000,8,2000,2,Nenhum,"A empresa possui possibilidade de Projer de até 400 mil, onde se pode transformar o restaurante em uma franquia.",12,"Este restaurante já deu mais de 15 mil de lucro mensal, porém o atual dono não se adaptou ao ramo, opção de Buffet, pratos executivos ou monte seu prato.",SHOP.MUELLER,"LOJA 120",CENTRO,Joinville,"Santa Catarina",Brasil,ILDEFONSO,9906-9466,info@climberbrasil.com.br,
127,"POUSADA RURAL ",0099,Pousada,Serviços,,0,350000,"MILTON RUIVO DA SILVA ME",08.514.651/0001-01,"Sociedade Simples",Simples,"6,4 He de terra, 6 casas, 01 sede para moradia, 01 barracão..",,"Serviços de hospedagem",Hospegadem,1999,Mudança,5000,5000,5000,,,,,1,"Não tem","A vista ou aceita troca por imovel em Joinville",o,"Turismo rural","ESTRADA CAJATI ITAPEUNA KM 3 - ZONA RURAL - ELDORADO-SP",,"ZONA RURAL","Eldorado Paulista","São Paulo",Brasil,MILTON,4730280775,miltonruivo@hotmail.com,
128,"CASA DE SUCOS E SALGADOS",0100,"Bares e Lanchonetes",Comércio,,0,30000,"RAIZAMA COMERCIO ALIMENTOS LTDA",05.338.125/0001-40,"Sociedade Limitada",Simples,"Geladeira visa cooler, estufa fria, 02 estufas quentes, forno titã, forno microondas 30l, 03 fornos elétricos, 01 liquidificador industrial, 01 extrator industrial, 01 freezer horizontal grande, 01 freezer horizontal 350l, 01 freezer vertical 4 gavetas, 01 geladeira 4 porta  comercial em inox, 01 caixa com gaveta mais PC com programa de vendas, 01 painel de senha mais o teclado numérico, 03 balcões com tampo em granito, 01 bancada em inox, 01 ventilador teto cozinha.",,"Sucos, refrigerantes, cervejas especiais, sanduiches no croissant, natural e no pão sírio, salgados diversos.","Manipulação de sucos, salgados e sanduiches tudo pronto para o preparo e servir.",2009,"Já ter outro negócio em fase de expansão sem o devido tempo para gerenciamento.",0000,0000,216000,18000,11000,150,2000,2,"Sem dívidas, este faturamento apresentado foi quando os donos estavam administrando o negocio de perto, ao colocar um administrador o negocio hoje se encontra no ponto de equilíbrio, este negocio seria bom tocar em família.","A combinar em negociação",04,"Loja com produtos de fácil aceitação e manipulação. Excelente margem lucro e grande capacidade de desenvolvimento","RUA MARIO LOBO 106 ","LOJA 12",CENTRO,Joinville,"Santa Catarina",Brasil,"MARCELO / ODILA","47 4101 5347",marcelo_dacunha@hotmail.com,
129,"LOJA DE MODAS",0101,"Lojas Shopping",Comércio,,0,180000,"Comercio de Confcção e Acessorios Frei Galvão",08.909.615/0001-47,"Sociedade Limitada",Simples,"Todos os moveis icluindo moveis de frente e estoque,pare eletrica completa,ar condicionado,cortinas,provadores,televisão,painel tvlcd,puffs,acessorios,cabides,bolsas,cintos,melissas,estoque de 50.000,00 em roupas,computdor impressor,telefone,4 manequins enfim tudo pra funcionamento da loja",50000,"Calçados,roupas,bolsasa,oculos,acessorios,",,2007,"Estava com sociedade e tivemos que desfazer,e bem na mesma epoca abrir outra loja em outro shop,fiquei sem capital de giro e acabei que ficando com alguns titulos em atraso,optei em ter uma loja para quitar os titulos,fiquei com a lojaque não abre nos domi",480000,540000,576000,40000,7500,130,,2,"Estou vendendo sem o cnpj","Negociavel,aceito carro ,terreno etc...",4,"Temos uma lista ampla de clientes com telefones endereço etc,trabalhamos com um diferencial que mandamos em consiguinado ,a loja é bem conhecida devida as propagandas","Mario Lobo 106 ,loja 16 Shop Cidades das Flores",,Centro,Joinville,"Santa Catarina",Brasil,"Katia Pereira Buettgen",(47)3422-6936,perfil_moda@yahoo.com.br,
130,"CAFETERIA EM GALERIA ",0102,Cafeteria,Comércio,,0,55000,,,"Sociedade Limitada",Simples,"Estufa quente e refrigerada, Móvel, Condicionador de ar split, armários , 1 expositor de bebidas novo, microondas, Freezer vertical, geladeira biplex nova, forno elétrico novo, balcão refrigerado e expositor, estufa de salgados, liquidificador industrial, sanduicheira, espremedor de sucos industrial, liquidificador comum, exaustor, formas, xícaras,Geladeira, etc...",,"CAFETERIA: com cafés expresso, Chás, chocolates quentes/gelados,  doces, bolos, pães de queijo, salgados em geral, refrigerantes, sucos, bomboniere",,,"Mudança de Cidade",,,,6000,3500,25,1500,2,ZERO,"Preferencialmente à vista",2,"Cafeteria em galeria movimentada, faturamento todo declarado, atendimento.","dIRETO DE FABRICA",,,Joinville,"Santa Catarina",Brasil,,,,
131,"MOTO PEÇAS",0103,Distribuidoras,Comércio,,0,350000,"JOCI PEÇAS LTDA",00.175.490/0001-67,"Sociedade Simples",Simples,"Peças e acessórios para motocicletas.",900000,"Toda linha de peças para motos de 125cc a 1000cc.",,1996,"Parar de atuar no ramo de comercio pois já estou a bstante tempo, para investimento  em outra empresa já em atuação.",600000,660000,680000,40000,20000,50,8000,2,"Somente imposto municipal e federal do ano 2010.","Sem necessidade de mudança de endereço, alugo local pelo valor de R$ 1.500,00 mensais.",02,"Com atuação há 16 anos, conta com oficina para instalação e manutenção em motocicletas.","RUA PAPA JOÃO XXIII,900",,IRIRIU,Joinville,"Santa Catarina",Brasil,JOCIANO,47/34271211/91531780,COMERCIAL@JOCIMOTOPECAS.COM.BR,
133,"LOTÉRICA CONFINADA",0104,Lotérica,Serviços,,0,380000,"Lotérica Boehmerwald Ltda",11.212.102/0001-97,"Sociedade Limitada",Simples,"Dois terminais.",,,Loterias,2009,"Compra de outra Lotérica no Paraná.",0,0,0,10000,10000,50%,5000,2,,Negociável,02,"Confinada em Supermercado com grande fluxo de pessoas. Lotérica em franco crescimento.","Rua José Weiss, 166","Sala 02",Boehmerwald,"Serra (Norte)","Santa Catarina",Brasil,Lauro,47-3635-4806,laurodaloterica@hotmail.com,
134,"REVENDA DE GLP",0105,Distribuidoras,Comércio,,0,380000,"Central Norte Gás Ltda",08.932.331/0001-71,"Sociedade Limitada","Lucro Presumido","200 botijões p-13,  próprios e 200 consignados, 2 Fiat strada ano 2009 e uma Pick-up Corsa 2003, material de escritório e informática, sede com ar condicionados,sede nova no padrão e com todas as autorizações para o exercício da atividade, Linhas telefônicas avaliadas em 150.000,00 de fundo de comércio.  ",5906,"Comércio varejista de derivados de petróleo(GLP).",,2007,"Investimento em outro estado.",19200,"465230,73",637260,50000,28500,43,15000,2,"A empresa possui passivos que foram contraído em virtude de crescimento e melhoramento no próprio negocio que serão quitados no ato da venda, caso seja quitado  a empresa votará a ter R$ 150.000,00 de capital de giro aprovado no banco.","Venda de 100% das cotas que são de dois sócios ou R$ 150.000,00 mais R$210.000,00 parcelados pagos com próprio giro da empresa.",4,"Atendimento de clientes a domicílio com varias formas de pagamentos entre elas maquina de cartão que vai à casa do cliente e vale gás com reembolso do fornecedor em forma de bonificação que não foi mencionado no faturamento acima descrito. ","Dr. Julio de Mesquita Filho n° 360. ",,"Jardim Iririu",Joinville,"Santa Catarina",Brasil,Paula/maikel,"47 34350135",centralgasultragaz@gmail.com,
135,"FAST FOOD (PROCURA SÓCIO)",0106,"Bares e Lanchonetes",Comércio,,2,450000,"MSA Comercio de Lanches Ltda",12.111.907/0001-07,"Sociedade Limitada",Simples,"Cozinha em inox completa, ar condicionado fan coil, computadores com sistema, câmeras, freezer, lavadora de gás, utensílios de cozinha, balcão em mármore importado, 4 TV de LCD 37¨",20000,"Saladas, lanches, sanduiches, sorvetes, sucos, sobremesas.",,2010,"Falta de disponibilidade de estar a frente do negocio, pois nossa administração é em Curitiba onde possuimos 5 lojas",0,430000,580000,60000,12000,15,,2,,"Estuda-se proposta de 50% ou menos da sociedade, com objetivo de abertura de novos pontos de venda.Estuda proposta, foi gasto R$ 450.000,00 somente para montagem e administração até o momento.",10,"Rede tradicional, com plano de expansão em Santa Catarina","Rua Rolf Wiest, 333","Loja A-18","Bom Retiro",Joinville,"Santa Catarina",Brasil,"Rodrigo Tozetto Carrano",47-3043-9193,rodrigocarrano@hotmail.com,
136,"INDUSTRIA DE SUPLEMENTO ANIMAL (SAL MINERAL)",0107,"Alimentícia ",Indústria,,0,1800000,"FOSCAL SALTCHE LTDA",89.947.253/0001-80,"Sociedade Limitada","Lucro Presumido","Prédio próprio, em terreno de aproximadamente 6000 m² avaliado em aproximadamente R$ 800.000,00, fornos para matéria prima, misturadores etc...",,"Sal mineral para consumo animal, com  10 tipo de produtos.",,1982,"Idade do atual proprietário  65 anos querendo se aposentar.",3700000,3200000,1950000,250000,125000,50,62500,1,"Devem um refis de R$ 250.000,00 parcelado a  longo prazo, mais  R$ 500.000,00  com empresas.","Aberto a negociar, em relação ao passivo e valores.",7,"O negocio é os produtos registrados a quase trinta anos, de alta rentabilidade, marca conhecidíssima no estado RG e SC, esta faltando capital em giro, o proprietário é formado em veterinária na universidade federal desde 1973, e da muitas palestras junto a agricultores no interior do estado, o produto é disputado, porem a indústria não esta capitalizada suficientemente.","R JOSE ZINGANO 235 CEP 94900 CACHOEIRINHA RS",,"BAIRRO ESPERANÇA",Outras,"Rio Grande do Sul",Brasil,"DR FELIX  (VETERINARIO)","51 96947477",jrogerioambrosio@hotmail.com,N
137,"PRODUTOS QUÍMICOS AUTOMOTIVOS",,Distribuidoras,Comércio,,0,60000,"Donna Comércio de Produtos de Limpeza",07.839.537/0001-99,"Sociedade Limitada","Lucro Real","Armário  2 portas
Mesa em L tres gavetas g
Mesa em L tres gavetas m
Computador XP completo
Impressora HP 3845
Modem dsl 500b
Holter 10/100
Aparelho de telefone sem fio Panassonic
Porteiro eletronico c/ 2 controles
Extintores 
Cadeiras estofadas
Cadeira estofadas/Bancada
Máquina de solda embalagem/Encolhimento
Ventilador de teto
Ventilador de mesa
Sistema de som aiva
Balança eletronica 15 Kg
Maquina de solda embalagem pq
Balcão e pia 1,20m
Bebedouro de água gelada
Geladeira 220 L
Fogão velho 4 bocas
Bancos de madeira
Bancadas de produção
Cavaletes de aço
Mesa 2 m
Balcão 2 m
Estante de aço
Cortinas de tecido
Fogão industrial 1 boca
Butijão de gas
Panela aluminio 25 L
Panela em aço inox 20 L
Bombonas 50 L 
Bombonas 20 L  branco/preto amarelo
Bombonas 50 L 
Bombonas 5 L
Bombona 100 L
Bombona 30 L
Caixa de madeira Oxford
",9400,"Produtos para limpeza automotiva",,2006,Saude,120000,135000,147000,15000,8000,35,5000,2,"40.000,00",Parcelamento,nenhum,"Mercado com pouca concorrencia, desenvolvimento constante de produtos.","Rua: Amandus Penski 457",Galpão,"Vila Nova",Joinville,"Santa Catarina",Brasil,"Flares Augusto",4734265163,vendasreflex@uol.com.br,
138,"LOJA DE MODA FEMININA (Shopping)",0109,"Lojas Shopping",Comércio,,0,120000,"NNP Comercio de Art do Vest Ltda",11.851.663/0001-36,"Sociedade Limitada",Simples,"4 araras na loja, + arara no estoque, prateleiras no estoque, e uma prateleira + um móvel para bijuterias, poltronas nos provadores, e espelhos. Entre outros móveis da vitrine, parte elétrica completa,ar condicionado,cortinas nos provadores com bancos e espelhos,cabides, balcão de atendimento, telefone,5 manequins. R$35.000,00.",40000,"Multimarcas de roupas e acessórios",,2010,"Projetos particulares não permitem continuar com o negócio.",0,0,120000,30000,10000,"2,5",0,2,"O valor de venda dá direito ao ponto.","Mais assumir R$ 60.000,00 em 30 parcelas, aceita carro,imóvel negociavel.",3,"Multimarcas com marcas conceituadas no mercado, localização privilegiada no shopping novo da cidade de Joinville. Potencial de venda da loja R$60.000,00 mês com o fluxo de pessoas que vem aumentando cada dia mais.","Rua Rolf Wiest","Loja 97","Bom Retiro",Joinville,"Santa Catarina",Brasil,"Michely Almeida","47 38013411",michelymaliseski@gmail.com,
139,"COMÉRCIO ELETRÔNICO",0110,Informática,Comércio,,0,200000,"CONFIDENCE COMERCIO DE EQUIPAMENTOS ELETRONICOS LTDA",10.479.408/0001-41,"Sociedade Limitada",Simples,"- Propriedade da Marca devidamente registrada no INPI
- Estoque de Produtos ",10000,"- Informática 
- Audio e Video
- Transmissores
- Acessórios",,2008,"Mudança de atividade dos sócios",3000000,2000000,2400000,120000,18000,15,20000,2,"Não há","- Venda integral 100% das cotas
- 2 sócios com 50% cada
",03,"- Contratos de Exclusividade com fabricantes de renome para distribuição de produtos
- Credibilidade em mercado nivel 100% do mercado eletrônico atestado pelos órgãos de proteção ao consumidor","Rua Araguari No 817 ","Cj 87",Moema,Outras,"São Paulo",Brasil,"MICHELE ALVES MOREIRA","11 3343 5199",michele.moreira@techpass.com.br,michele.techpass
